d,o,h,l,c,v,a,mc,s,m,rs
1996-03-25,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-03-26,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-03-27,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-03-28,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-03-29,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-03-30,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-01,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-02,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-03,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-04,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-06,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-08,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-09,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-10,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-12,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-13,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-15,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-16,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-17,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-18,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-19,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-20,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-22,0.0,0.0,0.0,28000.0,0.0,0.0,50377796000.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-23,29600.0,29600.0,29600.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-24,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-25,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-26,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-27,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-29,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-04-30,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-02,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-03,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-04,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-06,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-07,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-08,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-09,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-10,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-11,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-13,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-14,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-15,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-16,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-17,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-18,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-20,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-21,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-22,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-23,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-25,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-27,0.0,0.0,0.0,29600.0,0.0,0.0,53256527200.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-28,31000.0,31000.0,31000.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-29,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-30,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-05-31,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-01,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-03,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-04,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-05,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-07,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-08,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-10,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-11,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-12,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-13,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-14,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-15,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-17,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-18,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-19,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-20,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-21,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-22,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-24,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-25,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-26,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-27,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-28,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-06-29,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-01,0.0,0.0,0.0,31000.0,0.0,0.0,55775417000.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-02,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-03,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-04,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-05,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-06,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-08,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-09,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-10,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-11,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-12,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-13,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-15,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-16,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-18,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-19,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-20,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-22,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-23,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-24,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-25,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-26,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-27,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-29,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-30,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-07-31,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-01,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-02,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-03,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-05,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-06,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-07,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-08,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-09,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-10,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-12,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-13,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-14,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-16,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-17,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-19,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-20,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-21,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-22,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-23,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-24,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-26,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-27,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-28,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-29,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-30,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-08-31,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-02,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-03,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-04,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-05,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-06,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-07,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-09,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-10,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-11,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-12,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-13,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-14,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-16,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-17,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-18,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-19,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-20,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-21,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-23,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-24,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-25,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-09-30,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-10-01,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-10-02,0.0,0.0,0.0,30200.0,0.0,0.0,54336051400.0,1799207,KOSPI,non_tradable_zero_volume
1996-10-04,28400.0,28400.0,28400.0,28400.0,510.0,14484000.0,51097478800.0,1799207,KOSPI,tradable_ohlcv
