d,o,h,l,c,v,a,mc,s,m
1998-01-03,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-05,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-06,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-07,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-08,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-09,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-10,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-12,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-13,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-14,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-15,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-16,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-17,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-19,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-20,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-21,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-22,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-23,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-24,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-26,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-30,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-01-31,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-02,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-03,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-04,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-05,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-06,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-07,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-09,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-10,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-11,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-12,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-13,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-14,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-16,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-17,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-18,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-19,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-20,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-21,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-23,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-24,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-25,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-26,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-27,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-02-28,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-02,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-03,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-04,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-05,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-06,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-07,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-09,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-10,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-11,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-12,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-13,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-14,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-16,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-17,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-18,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-19,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-20,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-21,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-23,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-24,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-25,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-26,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-27,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-28,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-30,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-03-31,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-01,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-02,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-03,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-04,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-06,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-07,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-08,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
1998-04-09,0.0,6300.0,0.0,6300.0,0.0,0.0,2550240000.0,404800,KOSDAQ
