d,o,h,l,c,v,a,mc,s,m
2013-01-02,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-03,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-04,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-07,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-08,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-09,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-10,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-11,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-14,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-15,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-16,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-17,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-18,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-21,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-22,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-23,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-24,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-25,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-28,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-29,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-30,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-01-31,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-02-01,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-02-04,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-02-05,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-02-06,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
2013-02-07,0.0,900.0,0.0,900.0,0.0,0.0,16908855300.0,18787617,KOSPI
