d,o,h,l,c,v,a,mc,s,m
2007-01-02,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-03,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-04,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-05,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-08,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-09,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-10,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-11,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-12,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-15,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-16,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-17,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-18,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-19,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-22,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-23,0.0,900000.0,0.0,900000.0,0.0,0.0,2295900000.0,2551,KOSPI
2007-01-24,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-01-25,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-01-26,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-01-29,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-01-30,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-01-31,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-01,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-02,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-05,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-06,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-07,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-08,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-09,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-12,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-13,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-14,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-15,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-16,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-20,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-21,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-22,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-23,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-26,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-27,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-02-28,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-02,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-05,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-06,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-07,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-08,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-09,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-12,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-13,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-14,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-15,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-16,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-19,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-20,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-21,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-22,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-23,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-26,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-27,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-28,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-29,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-03-30,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-02,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-03,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-04,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-05,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-06,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-09,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-10,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-11,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-12,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-13,1000000.0,1000000.0,1000000.0,1000000.0,1.0,1000000.0,2551000000.0,2551,KOSPI
2007-04-16,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-17,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-18,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
2007-04-19,0.0,1000000.0,0.0,1000000.0,0.0,0.0,2551000000.0,2551,KOSPI
